address,flag,minTimeBetweenSentTnx,maxTimeBetweenSentTnx,avgTimeBetweenSentTnx,minTimeBetweenRecTnx,maxTimeBetweenRecTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,numUniqSentAddress,numUniqRecAddress,minValSent,maxValSent,avgValSent,minValReceived,maxValReceived,avgValReceived,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherSentContracts,totalEtherBalance,activityDays,dailyMax,ratioRecSent,ratioSentTotal,ratioRecTotal,giniSent,giniRec,txFreq,stdBalanceEth
0xcdd1c19dcc3f473eaef6edb0a28e1e796d6e1767,1,0.000000,2142759.000000,104967.366667,152.000000,1499237803.000000,375458171.500000,140,90,4,0,51,4,0.000000,9.000000,0.103461,0.100000,0.989557,0.372389,94,9.311456061612969,1.4895572,0,-7.8218988616129685,94,1,0.04395604395604396,0.9473684210526315,0.042105263157894736,0.9874286662074612,0.44789667751015466,0.6714285714285714,3.388549395607799
0xed2d26eed06ecfbfd796d1ec551d2a649a31e576,1,12.000000,201289.000000,2422.428571,30.000000,1499803226.000000,28846195.865385,6,119,52,0,64,45,0.000000,131.000000,7.515546,0.011493,515.221411,17.201080,171,894.3499200197758,894.4561496957759,0,0.1062296760001118,6,54,0.43333333333333335,0.6918604651162791,0.3023255813953488,0.9312454190325331,0.9291923899006375,28.5,163.06943817887006
0x1d60606d8a09b5015d773a80b0c660bb8d91809c,1,0.000000,1914901.000000,20948.622517,18.000000,1499869261.000000,17495231.895349,92,151,86,0,87,53,0.000000,640.000000,13.691473,0.098740,267.000000,24.043615,237,2067.4123654045266,2067.7508920135265,0,0.3385266089999277,38,78,0.5657894736842105,0.634453781512605,0.36134453781512604,0.9648286707860233,0.8042730339570446,2.5760869565217392,479.1317170677841
0xba83e9ce38b10522e3d6061a12779b7526839eda,1,0.000000,3125206.000000,26693.469231,0.000000,1499376414.000000,14202022.886792,111,130,106,0,50,66,0.000000,739.000000,15.311076,0.000000,160.000000,18.780728,236,1990.4398404408068,1990.7571315208063,0,0.3172910799994497,12,65,0.8091603053435115,0.5485232067510548,0.4472573839662447,0.9767744368302279,0.7093523530653194,2.126126126126126,394.1204177044792
0xf73ef0650415656b51be39bd5d37cf5ce03f4033,1,279.000000,15299.000000,7789.000000,0,0,0,1,2,1,0,1,1,0.000000,0.000000,0.000000,0.012420,0.012420,0.012420,3,0.0,0.01241978,0,0.01241978,1,3,0.3333333333333333,0.5,0.25,0.0,0,3.0,0.0
0xedf202629bb7e9f72d4c62c325d198513fa7a3d3,1,315.000000,1236.000000,775.500000,2138.000000,1499438698.000000,749720418.000000,1,2,2,0,1,2,0.000000,0.000000,0.000000,0.012346,0.081312,0.046829,4,0.0,0.0936584,0,0.0936584,1,4,0.6666666666666666,0.4,0.4,0.0,0.3681782559209726,4.0,0.005346035439339607
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,1,0.000000,8715.000000,211.266968,0.000000,1511014351.000000,14963617.702970,5,221,101,0,74,99,0.000000,482.000000,2.891662,0.008320,64.019675,4.966275,322,639.0573674799998,501.5937353187587,0,-137.4636321612411,5,116,0.45495495495495497,0.6842105263157895,0.3126934984520124,0.9929866554392159,0.8034886597662002,64.4,142.74146410624078
0xaa1886de3f70a3ef502ea1379a311c5b4e05f3fd,1,0.000000,6350222.000000,243951.571429,0.000000,1504364384.000000,41876374.666667,116,28,36,0,25,30,0.000000,51.250000,1.855926,0.006667,20.001940,1.443682,64,51.96593795560836,51.97254159460835,0,0.006603638999990835,21,36,1.2413793103448276,0.4307692307692308,0.5538461538461539,0.9607161871335389,0.8427762177597826,0.5517241379310345,13.880105001791373
0xf9fe85e19bd533c69067c6e2ff02727d40a54100,1,0,0,0,857.000000,1498772434.000000,100538586.266667,1345,1,15,0,1,15,27.751000,27.751000,27.751000,0.500000,7.900000,1.850493,16,27.751,27.757397899999997,0,0.006397899999996071,15,2,7.5,0.058823529411764705,0.8823529411764706,0,0.5034918233730499,0.011895910780669145,9.322183389536256
0xf0a924661b0263e5ce12756d07f45b8668c53380,1,0,0,0,0.000000,22195908.000000,41561.309659,339,0,704,1,0,466,0.000000,0.000000,0.000000,0.000000,211.000000,1.724272,705,0,1213.8873938742645,0.0,1213.8873938742645,13,644,704.0,0.0,0.9971671388101983,0,0.8704151057141185,2.079646017699115,318.65463698572785
0x4423b4d5174dd6fca701c053bf48faeaaaee59f0,1,0.000000,5542.000000,1246.500000,0,0,0,1,8,1,0,7,1,0.000000,350.000000,123.250000,0.150000,0.150000,0.150000,9,986.0,0.15,0,-985.85,1,9,0.1111111111111111,0.8,0.1,0.49974644989878586,0,9.0,402.6266843039346
0x89c98cc6d9917b615257e5704e83906402f0f91f,1,0.000000,8741639.000000,562774.212121,27.000000,1502503380.000000,33392416.666667,217,33,45,0,28,37,0.000000,561.800000,24.216943,0.014304,499.000000,17.759977,78,799.1591238600246,799.1989844460245,0,0.03986058599991793,34,25,1.3235294117647058,0.4177215189873418,0.569620253164557,0.9433407405185436,0.8643089535413506,0.35944700460829493,277.0783864680826
0x4a0d27a1044dd871a93275de5109e5f5efc4d46e,1,0.000000,9349075.000000,567675.969697,10.000000,1502226359.000000,23115316.138462,220,33,65,0,31,54,0.000000,1276.000000,38.758289,0.002008,709.573978,19.677775,98,1279.0235515023746,1279.055397342375,0,0.03184584000041468,36,29,1.911764705882353,0.3333333333333333,0.6565656565656566,0.9694054322136831,0.8775017945203692,0.44545454545454544,505.2691346477741
0x3681828da105fc3c44e212f6c3dc51a0a5a6f5c6,1,0.000000,9345238.000000,380658.162791,0.000000,1503077775.000000,29145255.358491,672,43,53,0,34,45,0.000000,1084.500000,25.257029,0.000000,236.061489,20.492319,96,1086.0522642715423,1086.092910876542,0,0.040646604999665215,42,37,1.2045454545454546,0.44329896907216493,0.5463917525773195,0.9766000917849305,0.852174109825249,0.14285714285714285,402.82147414438253
0xe4fa5149306b12d51dc0d04e5e95bc9704ccaad7,1,18.000000,344763.000000,43645.583333,104.000000,1501775546.000000,107286594.857143,21,36,14,0,35,13,0.000000,70.000000,3.544755,0.096643,86.356173,9.117069,50,127.61119533783808,127.63896002583809,0,0.027764688000004867,21,17,0.3783783783783784,0.7058823529411765,0.27450980392156865,0.941877248036815,0.8112499085519967,2.380952380952381,31.072097072689527
0x1e80dad60d19fb8159af3f440a8ceaa0e5581847,1,0.000000,9348351.000000,874536.523810,38.000000,1502664883.000000,36655239.536585,215,21,41,0,20,35,0.000000,607.500000,28.992613,0.007000,257.675164,14.850349,62,608.8448758850498,608.8643103920498,0,0.019434507000028134,22,19,1.8636363636363635,0.3333333333333333,0.6507936507936508,0.9520478431304606,0.8322996106217881,0.28837209302325584,236.70765206682685
0x52b7c8857be3853fa68e09d9ba7a9adf075040ea,1,0,0,0,0.000000,14163.000000,1991.357143,1,0,28,1,0,6,0.000000,0.000000,0.000000,0.000000,3.312500,0.243823,29,0,6.827057,0.0,6.827057,1,29,28.0,0.0,0.9333333333333333,0,0.9196126368024071,29.0,3.0172768242364154
0x3b0009071a0a9983e9aab537fd8c9ad478310aeb,1,0,0,0,21.000000,94402499.000000,2367261.275000,1096,0,40,1,0,30,0.000000,0.000000,0.000000,0.000000,11.775000,1.180752,41,0,47.23007095802725,0.0,47.23007095802725,5,33,40.0,0.0,0.9523809523809523,0,0.7065338516469338,0.037408759124087594,16.250680220943355
0xc38d14bf89e0001260bb349a006d7e491e5f43ad,1,0.000000,825457.000000,81309.833333,0.000000,1501889465.000000,35828289.690476,68,36,42,4,17,40,0.000000,147.000000,9.066568,0.023550,150.000000,6.660813,82,326.39643200000006,279.7541548,0.0,-46.64227720000008,32,40,1.135135135135135,0.43373493975903615,0.5060240963855421,0.9169711941956431,0.8697782899568381,1.2058823529411764,107.2402166492633
0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,1,0.000000,7226999.000000,27189.345455,0.000000,1509659873.000000,5196984.250859,135,330,291,0,130,244,0.000000,1082.000000,3.383122,0.004031,194.843084,3.033368,621,1116.4303834033367,882.7100174717216,0,-233.7203659316151,65,73,0.879154078549849,0.5305466237942122,0.4678456591639871,0.9966883012330542,0.9005282192553856,4.6,397.71527358441216
0xd9932453997ddf36fe114c9f22bebb9ee77b2921,1,0,0,0,168213.000000,1503358960.000000,751763586.500000,3,1,2,0,1,2,1.794427,1.794427,1.794427,0.439559,1.355309,0.897434,3,1.794427,1.7948680000000001,0,0.00044100000000013573,3,1,1.0,0.25,0.5,0,0.25510229664774275,1.0,0.7636787915692478
0x68b0e0db7918c0211ea1fb78292a879839137dd0,1,0.000000,9344796.000000,244741.666667,0.000000,1503242598.000000,15342951.520408,209,72,98,0,67,89,0.000000,429.500000,5.978986,0.001025,85.228662,4.393417,170,430.4870056104704,430.5548345424705,0,0.06782893200005446,47,43,1.3424657534246576,0.42105263157894735,0.5730994152046783,0.9854970496755329,0.8329260375647043,0.8133971291866029,137.09381905548395
0xf902aa3a62f9e28878129e1a8f1eb71e4fd7a88c,1,57.000000,1094135.000000,188739.846154,0.000000,1501723512.000000,17534987.153846,1116,13,91,0,5,48,0.000000,174.341246,13.514005,0.000200,86.862386,1.930408,104,175.68206320000004,175.6671465282146,0,-0.014916671785442759,39,13,6.5,0.12380952380952381,0.8666666666666667,0.9210589514411395,0.8609982845330395,0.0931899641577061,67.74194760051395
0x1086feeb031e45e8fcd770662aa8302d7c23ba1f,1,0.000000,2882013.000000,32003.555133,0.000000,1502902146.000000,29504846.568627,119,263,51,0,60,43,0.000000,50.000000,1.264030,0.006697,100.140366,4.283776,314,332.4399999999999,218.4725976003354,0,-113.96740239966448,82,60,0.19318181818181818,0.834920634920635,0.1619047619047619,0.9355656451547102,0.8665825113304971,2.638655462184874,37.034985204094305
0x685445fe51b31790538890a6468851afbf7a0519,1,0.000000,9343366.000000,149599.022472,0.000000,1503721433.000000,19583328.792208,203,89,77,0,86,69,0.000000,169.400000,1.913170,0.003740,40.197830,2.210982,166,170.27209402386652,170.24559777638,0,-0.02649624748650581,59,35,0.8555555555555555,0.5329341317365269,0.46107784431137727,0.9871417261537568,0.8647786037138578,0.8177339901477833,60.00643378584242
0xc5d65deff5d1373f8b19aa8be528e9c3599013ba,1,0,0,0,0.000000,1503313030.000000,100268303.333333,36,1,15,0,1,13,115.280000,115.280000,115.280000,0.203750,37.000000,7.685379,16,115.28,115.28068525119998,0,0.0006852511999824173,10,7,7.5,0.058823529411764705,0.8823529411764706,0,0.7115017453524397,0.4444444444444444,35.00520705509855
0x6fcf42fcd9c6a54b64d1b52083700142952a2805,1,3358964.000000,13568094.000000,8463529.000000,556.000000,1500333651.000000,150419238.000000,241,2,10,0,2,9,8.338509,11.000000,9.669255,0.200000,10.000000,1.934000,12,19.338509000000002,19.34,0,0.0014909999999979107,7,5,3.3333333333333335,0.15384615384615385,0.7692307692307693,0.06881324130197172,0.547259537370241,0.04979253112033195,5.792211437229194
0xda657e9fa116900fab8178e5580a3a6cedd89f3c,1,0.000000,9342985.000000,190588.880000,61.000000,1504456370.000000,21527709.414286,195,75,70,0,70,61,0.000000,365.300000,4.888695,0.000972,141.000000,5.238864,145,366.65211312756844,366.72044608256846,0,0.06833295500001668,44,36,0.9210526315789473,0.5136986301369864,0.4794520547945205,0.98594176329264,0.8691363002485422,0.7435897435897436,123.97518385150426
0x44a7ff01f7d38c73530c279e19d31527bdcf8c78,1,187.000000,1167119.000000,189569.000000,0.000000,1504183516.000000,16951955.255556,265,7,90,0,6,84,0.000000,416.500000,60.157251,0.003608,200.000000,4.678927,97,421.1007570814174,421.1034418904173,0,0.0026848089999020885,9,88,11.25,0.07142857142857142,0.9183673469387755,0.85237293153569,0.8214075704613059,0.3660377358490566,157.1616342977742
0x1de23f02e185fdc4f6bacc98d6c6419370e38538,1,0,0,0,0.000000,21900.000000,3615.866667,2,0,30,1,0,28,0.000000,0.000000,0.000000,0.031000,76.000000,6.033130,31,0,180.99390648764378,0.0,180.99390648764378,2,24,30.0,0.0,0.9375,0,0.8485140969146722,15.5,47.75090392311664
0x6506827d91659e871fc7267160ba1c3407195270,1,0.000000,5008.000000,649.628571,0.000000,1504738443.000000,75239638.000000,1,35,20,0,16,17,0.000000,202.000000,5.846967,0.007410,39.800000,6.129262,55,204.6438513564958,122.58523636355267,0,-82.05861499294312,1,55,0.5555555555555556,0.625,0.35714285714285715,0.9700926208841217,0.7783585296961278,55.0,83.8379117284502
0xf1e250f2a27ab7ec5b82b287f2799260448cd51d,1,0,0,0,665.000000,1504787800.000000,215004945.000000,5,1,7,0,1,6,7.600000,7.600000,7.600000,0.002370,5.000000,1.089296,8,7.6,7.62507332,0,0.02507332000000062,4,5,3.5,0.1111111111111111,0.7777777777777778,0,0.6721655832154513,1.6,2.1354855065720133
0xfbf6f29c126382cf15795bb209ee506a174cc709,1,41.000000,15543868.000000,3142000.400000,0.000000,1504533527.000000,36721517.756098,194,5,41,0,5,41,0.000000,683.650000,136.741102,0.164000,100.000000,16.675807,46,683.705509167,683.7080999999998,0,0.002590832999885606,13,20,6.833333333333333,0.10638297872340426,0.8723404255319149,0.7999675239317424,0.5095265182130193,0.23711340206185566,247.23836485745318
0x7cbc4e0d168744912c5afc081499145bbdc51e69,1,0.000000,27516.000000,405.009615,0.000000,1504451425.000000,26395737.000000,3,208,57,0,54,45,0.000000,74.000000,1.295493,0.008779,21.049187,1.884695,265,269.46252878527844,107.42760463584288,0,-162.03492414943554,3,126,0.2727272727272727,0.7819548872180451,0.21428571428571427,0.9769028786013667,0.643448352539194,88.33333333333333,21.499508097673534
0x57b818a1070373e21fcedf48d4368e1703c75852,1,0,0,0,0,0,0,1,0,1,1,0,1,0.000000,0.000000,0.000000,0.030000,0.030000,0.030000,2,0,0.03,0.0,0.03,1,2,1.0,0.0,0.3333333333333333,0,0,2.0,0.015
0x3fcb2d173389b7cd8079ef8b439dbd92e7e0ae28,1,0,0,0,46.000000,488330.000000,23316.851852,8,0,27,1,0,26,0.000000,0.000000,0.000000,0.010000,1000.000000,43.107560,28,0,1163.9041282770017,0.0,1163.9041282770017,3,15,27.0,0.0,0.9310344827586207,0,0.9330362285002711,3.5,509.510541582659
0x8369f6723c4792b41d4af4190662269431ee5b0b,1,0,0,0,643.000000,1504666133.000000,88528749.235294,13,1,17,0,1,17,31.806779,31.806779,31.806779,0.040000,10.500000,1.871013,18,31.806779,31.807220000000004,0,0.00044100000000568684,5,13,8.5,0.05263157894736842,0.8947368421052632,0,0.6114709034217627,1.3846153846153846,10.86418370134047
0x57d02550f47dd932d2fb84e0aa883c9d8d53c313,1,0,0,0,160.000000,133521.000000,10978.944444,3,0,18,1,0,16,0.000000,0.000000,0.000000,0.010000,2.500000,0.662795,19,0,11.930301985,0.0,11.930301985,3,12,18.0,0.0,0.9,0,0.615176738421446,6.333333333333333,4.632691801695671
0xf8e676094628776690dbf83fa31f08aa14fd3fb8,1,38.000000,405746.000000,78924.466667,2080.000000,1504801028.000000,752401554.000000,14,15,2,3,4,2,0.000000,4.266684,0.317779,0.800000,4.041410,2.420705,20,4.766684133,4.84141026,0.0,0.07472612699999992,10,6,0.125,0.7142857142857143,0.09523809523809523,0.9193470812916379,0.33475887727148007,1.4285714285714286,1.335901903607896
0xc4b51a247514901faf1b6b1da9f0836066e64407,1,0,0,0,0,0,0,1,0,1,0,0,1,0.000000,0.000000,0.000000,0.000010,0.000010,0.000010,1,0,1e-05,0,1e-05,1,1,1.0,0.0,0.5,0,0,1.0,0
0xcbcd4b518890429c0ffef3d782ed99b3adff009b,1,0,0,0,808.000000,1504954865.000000,51925263.172414,188,1,29,0,1,29,148.590980,148.590980,148.590980,0.000001,20.000000,5.123842,30,148.5909801402,148.5914211402,0,0.0004409999999950287,12,10,14.5,0.03225806451612903,0.9354838709677419,0,0.61958186535544,0.1595744680851064,44.152708739975964
0xad0c88f3313abbce2185597e87a15f764e948a46,1,0,0,0,526.000000,1505216163.000000,137467229.272727,185,1,11,0,1,10,105.040165,105.040165,105.040165,0.100000,80.000000,9.549146,12,105.04016469,105.04060569,0,0.00044100000000923956,11,2,5.5,0.07692307692307693,0.8461538461538461,0,0.8153857729979356,0.06486486486486487,45.78885532014404
0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751,1,237.000000,20578662.000000,7123048.000000,0.000000,1505218776.000000,26414625.649123,253,3,57,0,3,53,0.000000,133.690000,44.566422,0.000000,15.200000,2.345617,60,133.699265898,133.700186003,0,0.0009201050000058331,5,56,14.25,0.04918032786885246,0.9344262295081968,0.666620462483884,0.6459274184231834,0.23715415019762845,41.36107863976653
0xd821dfb705333d2c16e0c0c0be75ce360cca566a,1,0,0,0,5620.000000,1505229397.000000,501747164.666667,14,1,3,0,1,3,5.499000,5.499000,5.499000,1.000000,3.000000,1.833333,4,5.499,5.5,0,0.001000000000000334,2,3,1.5,0.2,0.6,0,0.24242422920110263,0.2857142857142857,2.0112962704435167
0x052f585fa599bfb4bed290ff30c057627ccd8059,1,0,0,0,75535.000000,1505079345.000000,752577440.000000,3,1,2,0,1,2,0.100000,0.100000,0.100000,0.004000,0.120000,0.062000,3,0.1,0.124,0,0.023999999999999994,2,2,1.0,0.25,0.5,0,0.46774118106261114,1.0,0.05249338582674541
0x7fbf068316c5806a62d549441ae82b00fdb10de1,1,0,0,0,1605.000000,1505244747.000000,301055641.800000,3,1,5,0,1,5,6.192214,6.192214,6.192214,0.900000,2.000000,1.238531,6,6.19221388,6.19265488,0,0.00044100000000035777,2,5,2.5,0.14285714285714285,0.7142857142857143,0,0.1658316158390845,2.0,2.0564858758077444
0x2d4498a2cf71f5b0946f0ebcfff97ca9d0cd5d04,1,2968.000000,36264.000000,19616.000000,0,0,0,1,2,1,0,2,1,0.144871,1.930000,1.037435,2.084104,2.084104,2.084104,3,2.07487085,2.08410367,0,0.009232820000000252,1,3,0.3333333333333333,0.5,0.25,0.4301783356609077,0,3.0,0.9458080970118999
0xbe3364dfb8158a3e452ff96aeb247bf3f5f019b5,1,0,0,0,455.000000,1505330629.000000,215049944.857143,52,1,7,0,1,6,121.990000,121.990000,121.990000,10.000000,32.000000,17.428571,8,121.99,122.0,0,0.010000000000005116,2,7,3.5,0.1111111111111111,0.7777777777777778,0,0.27166276190732147,0.15384615384615385,38.29938003333083
0x1e75f03ff928bca6c1692179679afc0223d7824f,1,0,0,0,0,0,0,20,1,1,0,1,1,12.990000,12.990000,12.990000,13.000000,13.000000,13.000000,2,12.99,13.0,0,0.009999999999999787,2,1,0.5,0.3333333333333333,0.3333333333333333,0,0,0.1,6.495
0x7a18cfc4a36e48163034e51a9ed19d4bdea05f6f,1,0,0,0,79.000000,86182.000000,18230.000000,2,0,5,1,0,3,0.000000,0.000000,0.000000,0.010000,3.744508,0.810902,6,0,4.0545075546,0.0,4.0545075546,2,3,5.0,0.0,0.7142857142857143,0,0.7368603054790932,3.0,1.9584200303871957
0x5e5d6f6706420f932d796c0f28a83b26dabcfd8d,1,0,0,0,0.000000,1729.000000,310.705882,1,0,17,1,0,15,0.000000,0.000000,0.000000,0.010000,10.000000,2.140515,18,0,36.388760018,0.0,36.388760018,1,18,17.0,0.0,0.8947368421052632,0,0.6013248925762421,18.0,12.546521225180019
0x8b3b831d767fad1ab0ad52a38777acb98630f8a7,1,169.000000,44430.000000,9769.142857,41813.000000,1505412992.000000,501833607.000000,2,7,3,0,3,3,0.000000,0.333000,0.053143,0.050000,0.234000,0.128000,10,0.372,0.384,0,0.01200000000000001,2,7,0.375,0.6363636363636364,0.2727272727272727,0.8241151927171874,0.31944419487866715,5.0,0.09132885633796144
0x008f3db10374099a11ec263415cb88c952abeedc,1,142.000000,3145353.000000,393364.625000,439.000000,1505483707.000000,301112094.600000,38,8,5,0,8,4,11.996572,15.000000,14.624572,0.000100,50.000000,23.400020,13,116.996572,117.0001,0,0.003528000000002862,9,5,0.5555555555555556,0.5714285714285714,0.35714285714285715,0.02246219215747829,0.44102457843615267,0.34210526315789475,35.49951791237126
0x4da9608f15c504a2b5c46491d9ccf257c5e2ff71,1,0,0,0,2554.000000,1505507160.000000,150593303.900000,181,1,10,0,1,10,23.134347,23.134347,23.134347,0.020000,10.000000,2.313479,11,23.1343472104,23.134788210399996,0,0.0004409999999950287,6,5,5.0,0.08333333333333333,0.8333333333333334,0,0.5730801856124094,0.06077348066298342,7.398501784697762
0x34743ffa1f93e745668725e44efeb3c50a237796,1,0,0,0,0.000000,1505565436.000000,94129252.187500,10,1,16,0,1,16,28.433000,28.433000,28.433000,0.108000,9.999559,1.777150,17,28.433,28.434401649,0,0.0014016490000017257,3,15,8.0,0.05555555555555555,0.8888888888888888,0,0.5320959166153626,1.7,10.289689693883219
0x8ee2ba41ef59b5773e5909451e0b8bad4e59a81b,1,0,0,0,0,0,0,50,1,1,0,1,1,6.990000,6.990000,6.990000,7.000000,7.000000,7.000000,2,6.99,7.0,0,0.009999999999999787,2,1,0.5,0.3333333333333333,0.3333333333333333,0,0,0.04,3.495
0x1c50139c266559b29d7cb27635e0da13bef76a09,1,817.000000,2622226.000000,1311521.500000,247.000000,1505758203.000000,100399248.800000,34,2,15,0,2,14,12.900000,14.490000,13.695000,0.100000,7.000000,1.826433,17,27.39,27.3965023530025,0,0.006502353002499461,5,7,5.0,0.1111111111111111,0.8333333333333334,0.029025191463854023,0.5028743267846488,0.5,9.044806927343283
0xaff9e40f9b245b15a1d1bb45516ca213e682fa81,1,2369.000000,2316710.000000,1159539.500000,0.000000,1505776982.000000,68471764.954545,34,2,22,0,2,21,6.997000,10.359900,8.678450,0.020000,3.481186,0.789087,24,17.3569,17.359905362694015,0,0.00300536269401519,8,14,7.333333333333333,0.08,0.88,0.09687501688809616,0.5418801462505379,0.7058823529411765,5.02378437320482
0xe9aa3a74e3d62274f221eca42736cadc14ccffaf,1,0,0,0,1197.000000,1505816234.000000,215131147.000000,178,1,7,0,1,7,16.249559,16.249559,16.249559,0.050000,6.000000,2.321429,8,16.249559,16.25,0,0.0004409999999985814,3,4,3.5,0.1111111111111111,0.7777777777777778,0,0.5002197586718521,0.0449438202247191,5.214121531298092
0xca4da1753336aa8340710e0e1a8c0bee2bfbf56c,1,212.000000,2642045.000000,528816.600000,514.000000,1505828186.000000,79266342.947368,34,5,19,0,4,18,9.110564,14.500000,13.422113,0.005000,19.988068,3.532251,24,67.11056357116168,67.1127685711617,0,0.002205000000017776,9,13,3.1666666666666665,0.2,0.76,0.06424546124361055,0.6824791402559685,0.7058823529411765,15.261103521996409
0xabc490af011c8e354b7d2112648883fe9e511695,1,0,0,0,0.000000,1505832638.000000,71710153.809524,13,1,21,0,1,21,51.890000,51.890000,51.890000,0.005000,10.980000,2.471269,22,51.89,51.89664248800197,0,0.006642488001972424,2,21,10.5,0.043478260869565216,0.9130434782608695,0,0.5364966129357029,1.6923076923076923,15.939363709687711
0xfad17c9da2bebf758e3bc0c99d1abe8af7e96ed1,1,1021449.000000,23321473.000000,12171461.000000,3617.000000,1505846749.000000,301204544.000000,284,2,5,0,2,4,1.813000,3.400000,2.606500,0.000010,5.000000,1.043461,7,5.213,5.2173068485142,0,0.004306848514199935,5,2,1.6666666666666667,0.25,0.625,0.15221560896928413,0.7730181473289798,0.02464788732394366,2.29834959073875
0xfc74fb0d5df08ec546a3da18ccc7fbcbe031f5d8,1,0,0,0,0,0,0,1,0,1,0,0,1,0.000000,0.000000,0.000000,0.003781,0.003781,0.003781,1,0,0.003781147200060498,0,0.003781147200060498,1,1,1.0,0.0,0.5,0,0,1.0,0
